
========== Periférico Metropolitano ==========

========== Avenida Central ==========
Minuto   1 | Periférico Metropolitano | Tráfico:   0 veh/min | Variación:  -2 | Estado: Fluido
Minuto 283 | Carretera Nacional | Tráfico:  28 veh/min | Variación:  -2 | Estado: Moderado
Minuto 284 | Avenida Central | Tráfico:  11 veh/min | Variación:  -4 | Estado: Fluido
Minuto 284 | Carretera Nacional | Tráfico:  35 veh/min | Variación:  +7 | Estado: Moderado
Minuto 284 | Periférico Metropolitano | Tráfico:  97 veh/min | Variación:  -3 | Estado: Colapsado
Minuto 285 | Carretera Nacional | Tráfico:  30 veh/min | Variación:  -5 | Estado: Moderado
Minuto 285 | Periférico Metropolitano | Tráfico:  94 veh/min | Variación:  -3 | Estado: Colapsado
Minuto 285 | Avenida Central | Tráfico:  19 veh/min | Variación:  +8 | Estado: Fluido
Minuto 286 | Periférico Metropolitano | Tráfico: 100 veh/min | Variación:  +6 | Estado: Colapsado
Minuto 286 | Carretera Nacional | Tráfico:  36 veh/min | Variación:  +6 | Estado: Moderado
Minuto 286 | Avenida Central | Tráfico:  21 veh/min | Variación:  +2 | Estado: Moderado
Minuto 287 | Periférico Metropolitano | Tráfico:  93 veh/min | Variación:  -7 | Estado: Colapsado
Minuto 287 | Avenida Central | Tráfico:  15 veh/min | Variación:  -6 | Estado: Fluido
Minuto 287 | Carretera Nacional | Tráfico:  42 veh/min | Variación:  +6 | Estado: Congestionado
Minuto 288 | Periférico Metropolitano | Tráfico:  90 veh/min | Variación:  -3 | Estado: Colapsado
Minuto 288 | Carretera Nacional | Tráfico:  45 veh/min | Variación:  +3 | Estado: Congestionado
Minuto 288 | Avenida Central | Tráfico:  15 veh/min | Variación:  +0 | Estado: Fluido
Minuto 289 | Avenida Central | Tráfico:   7 veh/min | Variación:  -8 | Estado: Fluido
Minuto 289 | Carretera Nacional | Tráfico:  46 veh/min | Variación:  +1 | Estado: Congestionado
Minuto 289 | Periférico Metropolitano | Tráfico:  84 veh/min | Variación:  -6 | Estado: Colapsado
Minuto 290 | Avenida Central | Tráfico:  14 veh/min | Variación:  +7 | Estado: Fluido
Minuto 290 | Carretera Nacional | Tráfico:  45 veh/min | Variación:  -1 | Estado: Congestionado
Minuto 290 | Periférico Metropolitano | Tráfico:  79 veh/min | Variación:  -5 | Estado: Colapsado
Minuto 291 | Periférico Metropolitano | Tráfico:  85 veh/min | Variación:  +6 | Estado: Colapsado
Minuto 291 | Avenida Central | Tráfico:   9 veh/min | Variación:  -5 | Estado: Fluido
Minuto 291 | Carretera Nacional | Tráfico:  50 veh/min | Variación:  +5 | Estado: Congestionado
Minuto 292 | Avenida Central | Tráfico:   2 veh/min | Variación:  -7 | Estado: Fluido
Minuto 292 | Carretera Nacional | Tráfico:  52 veh/min | Variación:  +2 | Estado: Congestionado
Minuto 292 | Periférico Metropolitano | Tráfico:  85 veh/min | Variación:  +0 | Estado: Colapsado
Minuto 293 | Carretera Nacional | Tráfico:  51 veh/min | Variación:  -1 | Estado: Congestionado
Minuto 293 | Avenida Central | Tráfico:   5 veh/min | Variación:  +3 | Estado: Fluido
Minuto 293 | Periférico Metropolitano | Tráfico:  81 veh/min | Variación:  -4 | Estado: Colapsado
Minuto 294 | Avenida Central | Tráfico:   0 veh/min | Variación:  -7 | Estado: Fluido
Minuto 294 | Periférico Metropolitano | Tráfico:  78 veh/min | Variación:  -3 | Estado: Colapsado
Minuto 294 | Carretera Nacional | Tráfico:  52 veh/min | Variación:  +1 | Estado: Congestionado
Minuto 295 | Carretera Nacional | Tráfico:  53 veh/min | Variación:  +1 | Estado: Congestionado
Minuto 295 | Avenida Central | Tráfico:   5 veh/min | Variación:  +5 | Estado: Fluido
Minuto 295 | Periférico Metropolitano | Tráfico:  70 veh/min | Variación:  -8 | Estado: Colapsado
Minuto 296 | Periférico Metropolitano | Tráfico:  72 veh/min | Variación:  +2 | Estado: Colapsado
Minuto 296 | Carretera Nacional | Tráfico:  50 veh/min | Variación:  -3 | Estado: Congestionado
Minuto 296 | Avenida Central | Tráfico:   1 veh/min | Variación:  -4 | Estado: Fluido
Minuto 297 | Avenida Central | Tráfico:   5 veh/min | Variación:  +4 | Estado: Fluido
Minuto 297 | Carretera Nacional | Tráfico:  56 veh/min | Variación:  +6 | Estado: Congestionado
Minuto 297 | Periférico Metropolitano | Tráfico:  67 veh/min | Variación:  -5 | Estado: Colapsado
Minuto 298 | Avenida Central | Tráfico:   2 veh/min | Variación:  -3 | Estado: Fluido
Minuto 298 | Periférico Metropolitano | Tráfico:  59 veh/min | Variación:  -8 | Estado: Congestionado
Minuto 298 | Carretera Nacional | Tráfico:  50 veh/min | Variación:  -6 | Estado: Congestionado
Minuto 299 | Periférico Metropolitano | Tráfico:  56 veh/min | Variación:  -3 | Estado: Congestionado
Minuto 299 | Avenida Central | Tráfico:   9 veh/min | Variación:  +7 | Estado: Fluido
Minuto 299 | Carretera Nacional | Tráfico:  54 veh/min | Variación:  +4 | Estado: Congestionado
Minuto 300 | Avenida Central | Tráfico:   9 veh/min | Variación:  +0 | Estado: Fluido
Minuto 300 | Periférico Metropolitano | Tráfico:  57 veh/min | Variación:  +1 | Estado: Congestionado
Minuto 300 | Carretera Nacional | Tráfico:  56 veh/min | Variación:  +2 | Estado: Congestionado
Minuto 301 | Avenida Central | Tráfico:   1 veh/min | Variación:  -8 | Estado: Fluido
Minuto 301 | Carretera Nacional | Tráfico:  60 veh/min | Variación:  +4 | Estado: Congestionado
Minuto 301 | Periférico Metropolitano | Tráfico:  53 veh/min | Variación:  -4 | Estado: Congestionado
Minuto 302 | Periférico Metropolitano | Tráfico:  45 veh/min | Variación:  -8 | Estado: Congestionado
Minuto 302 | Avenida Central | Tráfico:   0 veh/min | Variación:  -6 | Estado: Fluido
Minuto 302 | Carretera Nacional | Tráfico:  54 veh/min | Variación:  -6 | Estado: Congestionado
Minuto 303 | Carretera Nacional | Tráfico:  54 veh/min | Variación:  +0 | Estado: Congestionado
Minuto 303 | Avenida Central | Tráfico:   0 veh/min | Variación:  -6 | Estado: Fluido
Minuto 303 | Periférico Metropolitano | Tráfico:  52 veh/min | Variación:  +7 | Estado: Congestionado
Minuto 304 | Periférico Metropolitano | Tráfico:  51 veh/min | Variación:  -1 | Estado: Congestionado
Minuto 304 | Carretera Nacional | Tráfico:  52 veh/min | Variación:  -2 | Estado: Congestionado
Minuto 304 | Avenida Central | Tráfico:   7 veh/min | Variación:  +7 | Estado: Fluido
Minuto 305 | Avenida Central | Tráfico:   0 veh/min | Variación:  -8 | Estado: Fluido
Minuto 305 | Carretera Nacional | Tráfico:  51 veh/min | Variación:  -1 | Estado: Congestionado
Minuto 305 | Periférico Metropolitano | Tráfico:  59 veh/min | Variación:  +8 | Estado: Congestionado
Minuto 306 | Avenida Central | Tráfico:   5 veh/min | Variación:  +5 | Estado: Fluido
Minuto 306 | Carretera Nacional | Tráfico:  56 veh/min | Variación:  +5 | Estado: Congestionado
Minuto 306 | Periférico Metropolitano | Tráfico:  63 veh/min | Variación:  +4 | Estado: Colapsado
Minuto 307 | Carretera Nacional | Tráfico:  62 veh/min | Variación:  +6 | Estado: Colapsado
Minuto 307 | Periférico Metropolitano | Tráfico:  68 veh/min | Variación:  +5 | Estado: Colapsado
Minuto 307 | Avenida Central | Tráfico:   4 veh/min | Variación:  -1 | Estado: Fluido
Minuto 308 | Avenida Central | Tráfico:   1 veh/min | Variación:  -3 | Estado: Fluido
Minuto 308 | Periférico Metropolitano | Tráfico:  70 veh/min | Variación:  +2 | Estado: Colapsado
Minuto 308 | Carretera Nacional | Tráfico:  66 veh/min | Variación:  +4 | Estado: Colapsado
Minuto 309 | Periférico Metropolitano | Tráfico:  73 veh/min | Variación:  +3 | Estado: Colapsado
Minuto 309 | Avenida Central | Tráfico:   1 veh/min | Variación:  +0 | Estado: Fluido
Minuto 309 | Carretera Nacional | Tráfico:  69 veh/min | Variación:  +3 | Estado: Colapsado
Minuto 310 | Avenida Central | Tráfico:   0 veh/min | Variación:  -6 | Estado: Fluido
Minuto 310 | Carretera Nacional | Tráfico:  67 veh/min | Variación:  -2 | Estado: Colapsado
Minuto 310 | Periférico Metropolitano | Tráfico:  71 veh/min | Variación:  -2 | Estado: Colapsado
Minuto 311 | Periférico Metropolitano | Tráfico:  76 veh/min | Variación:  +5 | Estado: Colapsado
Minuto 311 | Avenida Central | Tráfico:   0 veh/min | Variación:  -3 | Estado: Fluido
Minuto 311 | Carretera Nacional | Tráfico:  66 veh/min | Variación:  -1 | Estado: Colapsado
Minuto 312 | Avenida Central | Tráfico:   0 veh/min | Variación:  -5 | Estado: Fluido
Minuto 312 | Carretera Nacional | Tráfico:  63 veh/min | Variación:  -3 | Estado: Colapsado
Minuto 312 | Periférico Metropolitano | Tráfico:  77 veh/min | Variación:  +1 | Estado: Colapsado
Minuto 313 | Avenida Central | Tráfico:   5 veh/min | Variación:  +5 | Estado: Fluido
Minuto 313 | Periférico Metropolitano | Tráfico:  71 veh/min | Variación:  -6 | Estado: Colapsado
Minuto 313 | Carretera Nacional | Tráfico:  69 veh/min | Variación:  +6 | Estado: Colapsado
Minuto 314 | Periférico Metropolitano | Tráfico:  68 veh/min | Variación:  -3 | Estado: Colapsado
Minuto 314 | Avenida Central | Tráfico:   0 veh/min | Variación:  -7 | Estado: Fluido
Minuto 314 | Carretera Nacional | Tráfico:  72 veh/min | Variación:  +3 | Estado: Colapsado
Minuto 315 | Periférico Metropolitano | Tráfico:  72 veh/min | Variación:  +4 | Estado: Colapsado
Minuto 315 | Carretera Nacional | Tráfico:  69 veh/min | Variación:  -3 | Estado: Colapsado
Minuto 315 | Avenida Central | Tráfico:   1 veh/min | Variación:  +1 | Estado: Fluido
Minuto 316 | Periférico Metropolitano | Tráfico:  67 veh/min | Variación:  -5 | Estado: Colapsado
Minuto 316 | Avenida Central | Tráfico:   7 veh/min | Variación:  +6 | Estado: Fluido
Minuto 316 | Carretera Nacional | Tráfico:  72 veh/min | Variación:  +3 | Estado: Colapsado
Minuto 317 | Periférico Metropolitano | Tráfico:  60 veh/min | Variación:  -7 | Estado: Congestionado
Minuto 317 | Carretera Nacional | Tráfico:  66 veh/min | Variación:  -6 | Estado: Colapsado
Minuto 317 | Avenida Central | Tráfico:   8 veh/min | Variación:  +1 | Estado: Fluido
Minuto 318 | Avenida Central | Tráfico:   2 veh/min | Variación:  -6 | Estado: Fluido
Minuto 318 | Periférico Metropolitano | Tráfico:  54 veh/min | Variación:  -6 | Estado: Congestionado
Minuto 318 | Carretera Nacional | Tráfico:  70 veh/min | Variación:  +4 | Estado: Colapsado
Minuto 319 | Periférico Metropolitano | Tráfico:  46 veh/min | Variación:  -8 | Estado: Congestionado
Minuto 319 | Avenida Central | Tráfico:   1 veh/min | Variación:  -1 | Estado: Fluido
Minuto 319 | Carretera Nacional | Tráfico:  73 veh/min | Variación:  +3 | Estado: Colapsado
Minuto 320 | Carretera Nacional | Tráfico:  71 veh/min | Variación:  -2 | Estado: Colapsado
Minuto 320 | Avenida Central | Tráfico:   0 veh/min | Variación:  -5 | Estado: Fluido
Minuto 320 | Periférico Metropolitano | Tráfico:  42 veh/min | Variación:  -4 | Estado: Congestionado
Minuto 321 | Periférico Metropolitano | Tráfico:  34 veh/min | Variación:  -8 | Estado: Moderado
Minuto 321 | Avenida Central | Tráfico:   6 veh/min | Variación:  +6 | Estado: Fluido
Minuto 321 | Carretera Nacional | Tráfico:  71 veh/min | Variación:  +0 | Estado: Colapsado
Minuto 322 | Periférico Metropolitano | Tráfico:  30 veh/min | Variación:  -4 | Estado: Moderado
Minuto 322 | Carretera Nacional | Tráfico:  74 veh/min | Variación:  +3 | Estado: Colapsado
Minuto 322 | Avenida Central | Tráfico:   9 veh/min | Variación:  +3 | Estado: Fluido
Minuto 323 | Avenida Central | Tráfico:  14 veh/min | Variación:  +5 | Estado: Fluido
Minuto 323 | Carretera Nacional | Tráfico:  69 veh/min | Variación:  -5 | Estado: Colapsado
Minuto 323 | Periférico Metropolitano | Tráfico:  27 veh/min | Variación:  -3 | Estado: Moderado
Minuto 324 | Carretera Nacional | Tráfico:  66 veh/min | Variación:  -3 | Estado: Colapsado
Minuto 324 | Periférico Metropolitano | Tráfico:  25 veh/min | Variación:  -2 | Estado: Moderado
Minuto 324 | Avenida Central | Tráfico:  20 veh/min | Variación:  +6 | Estado: Fluido
Minuto 325 | Carretera Nacional | Tráfico:  69 veh/min | Variación:  +3 | Estado: Colapsado
Minuto 325 | Periférico Metropolitano | Tráfico:  31 veh/min | Variación:  +6 | Estado: Moderado
Minuto 325 | Avenida Central | Tráfico:  24 veh/min | Variación:  +4 | Estado: Moderado
Minuto 326 | Carretera Nacional | Tráfico:  64 veh/min | Variación:  -5 | Estado: Colapsado
Minuto 326 | Periférico Metropolitano | Tráfico:  39 veh/min | Variación:  +8 | Estado: Moderado
Minuto 326 | Avenida Central | Tráfico:  28 veh/min | Variación:  +4 | Estado: Moderado
Minuto 327 | Carretera Nacional | Tráfico:  61 veh/min | Variación:  -3 | Estado: Colapsado
Minuto 327 | Avenida Central | Tráfico:  27 veh/min | Variación:  -1 | Estado: Moderado
Minuto 327 | Periférico Metropolitano | Tráfico:  37 veh/min | Variación:  -2 | Estado: Moderado
Minuto 328 | Periférico Metropolitano | Tráfico:  45 veh/min | Variación:  +8 | Estado: Congestionado
Minuto 328 | Avenida Central | Tráfico:  21 veh/min | Variación:  -6 | Estado: Moderado
Minuto 328 | Carretera Nacional | Tráfico:  62 veh/min | Variación:  +1 | Estado: Colapsado
Minuto 329 | Carretera Nacional | Tráfico:  69 veh/min | Variación:  +7 | Estado: Colapsado
Minuto 329 | Avenida Central | Tráfico:  28 veh/min | Variación:  +7 | Estado: Moderado
Minuto 329 | Periférico Metropolitano | Tráfico:  47 veh/min | Variación:  +2 | Estado: Congestionado
Minuto 330 | Avenida Central | Tráfico:  36 veh/min | Variación:  +8 | Estado: Moderado
Minuto 330 | Periférico Metropolitano | Tráfico:  44 veh/min | Variación:  -3 | Estado: Congestionado
Minuto 330 | Carretera Nacional | Tráfico:  61 veh/min | Variación:  -8 | Estado: Colapsado
Minuto 331 | Carretera Nacional | Tráfico:  67 veh/min | Variación:  +6 | Estado: Colapsado
Minuto 331 | Avenida Central | Tráfico:  32 veh/min | Variación:  -4 | Estado: Moderado
Minuto 331 | Periférico Metropolitano | Tráfico:  46 veh/min | Variación:  +2 | Estado: Congestionado
Minuto 332 | Periférico Metropolitano | Tráfico:  51 veh/min | Variación:  +5 | Estado: Congestionado
Minuto 332 | Carretera Nacional | Tráfico:  71 veh/min | Variación:  +4 | Estado: Colapsado
Minuto 332 | Avenida Central | Tráfico:  31 veh/min | Variación:  -1 | Estado: Moderado
Minuto 333 | Carretera Nacional | Tráfico:  79 veh/min | Variación:  +8 | Estado: Colapsado
Minuto 333 | Avenida Central | Tráfico:  28 veh/min | Variación:  -3 | Estado: Moderado
Minuto 333 | Periférico Metropolitano | Tráfico:  54 veh/min | Variación:  +3 | Estado: Congestionado
Minuto 334 | Carretera Nacional | Tráfico:  86 veh/min | Variación:  +7 | Estado: Colapsado
Minuto 334 | Avenida Central | Tráfico:  20 veh/min | Variación:  -8 | Estado: Fluido
Minuto 334 | Periférico Metropolitano | Tráfico:  48 veh/min | Variación:  -6 | Estado: Congestionado
Minuto 335 | Avenida Central | Tráfico:  13 veh/min | Variación:  -7 | Estado: Fluido
Minuto 335 | Carretera Nacional | Tráfico:  81 veh/min | Variación:  -5 | Estado: Colapsado
Minuto 335 | Periférico Metropolitano | Tráfico:  46 veh/min | Variación:  -2 | Estado: Congestionado
Minuto 336 | Avenida Central | Tráfico:   8 veh/min | Variación:  -5 | Estado: Fluido
Minuto 336 | Carretera Nacional | Tráfico:  82 veh/min | Variación:  +1 | Estado: Colapsado
Minuto 336 | Periférico Metropolitano | Tráfico:  49 veh/min | Variación:  +3 | Estado: Congestionado
Minuto 337 | Carretera Nacional | Tráfico:  90 veh/min | Variación:  +8 | Estado: Colapsado
Minuto 337 | Periférico Metropolitano | Tráfico:  48 veh/min | Variación:  -1 | Estado: Congestionado
Minuto 337 | Avenida Central | Tráfico:  11 veh/min | Variación:  +3 | Estado: Fluido
Minuto 338 | Periférico Metropolitano | Tráfico:  43 veh/min | Variación:  -5 | Estado: Congestionado
Minuto 338 | Avenida Central | Tráfico:   4 veh/min | Variación:  -7 | Estado: Fluido
Minuto 338 | Carretera Nacional | Tráfico:  86 veh/min | Variación:  -4 | Estado: Colapsado
Minuto 339 | Carretera Nacional | Tráfico:  92 veh/min | Variación:  +6 | Estado: Colapsado
Minuto 339 | Avenida Central | Tráfico:   0 veh/min | Variación:  -5 | Estado: Fluido
Minuto 339 | Periférico Metropolitano | Tráfico:  45 veh/min | Variación:  +2 | Estado: Congestionado
Minuto 340 | Avenida Central | Tráfico:   0 veh/min | Variación:  -7 | Estado: Fluido
Minuto 340 | Periférico Metropolitano | Tráfico:  50 veh/min | Variación:  +5 | Estado: Congestionado
Minuto 340 | Carretera Nacional | Tráfico:  90 veh/min | Variación:  -2 | Estado: Colapsado
Minuto 341 | Periférico Metropolitano | Tráfico:  56 veh/min | Variación:  +6 | Estado: Congestionado
Minuto 341 | Carretera Nacional | Tráfico:  90 veh/min | Variación:  +0 | Estado: Colapsado
Minuto 341 | Avenida Central | Tráfico:   8 veh/min | Variación:  +8 | Estado: Fluido
Minuto 342 | Carretera Nacional | Tráfico:  87 veh/min | Variación:  -3 | Estado: Colapsado
Minuto 342 | Periférico Metropolitano | Tráfico:  64 veh/min | Variación:  +8 | Estado: Colapsado
Minuto 342 | Avenida Central | Tráfico:   9 veh/min | Variación:  +1 | Estado: Fluido
Minuto 343 | Avenida Central | Tráfico:   3 veh/min | Variación:  -6 | Estado: Fluido
Minuto 343 | Carretera Nacional | Tráfico:  92 veh/min | Variación:  +5 | Estado: Colapsado
Minuto 343 | Periférico Metropolitano | Tráfico:  57 veh/min | Variación:  -7 | Estado: Congestionado
Minuto 344 | Periférico Metropolitano | Tráfico:  59 veh/min | Variación:  +2 | Estado: Congestionado
Minuto 344 | Carretera Nacional | Tráfico:  86 veh/min | Variación:  -6 | Estado: Colapsado
Minuto 344 | Avenida Central | Tráfico:   2 veh/min | Variación:  -1 | Estado: Fluido
Minuto 345 | Avenida Central | Tráfico:   0 veh/min | Variación:  -6 | Estado: Fluido
Minuto 345 | Carretera Nacional | Tráfico:  85 veh/min | Variación:  -1 | Estado: Colapsado
Minuto 345 | Periférico Metropolitano | Tráfico:  64 veh/min | Variación:  +5 | Estado: Colapsado
Minuto 346 | Carretera Nacional | Tráfico:  93 veh/min | Variación:  +8 | Estado: Colapsado
Minuto 346 | Periférico Metropolitano | Tráfico:  58 veh/min | Variación:  -6 | Estado: Congestionado
Minuto 346 | Avenida Central | Tráfico:   1 veh/min | Variación:  +1 | Estado: Fluido
Minuto 347 | Periférico Metropolitano | Tráfico:  57 veh/min | Variación:  -1 | Estado: Congestionado
Minuto 347 | Carretera Nacional | Tráfico: 100 veh/min | Variación:  +7 | Estado: Colapsado
Minuto 347 | Avenida Central | Tráfico:   0 veh/min | Variación:  -3 | Estado: Fluido
Minuto 348 | Avenida Central | Tráfico:   7 veh/min | Variación:  +7 | Estado: Fluido
Minuto 348 | Periférico Metropolitano | Tráfico:  62 veh/min | Variación:  +5 | Estado: Colapsado
Minuto 348 | Carretera Nacional | Tráfico:  92 veh/min | Variación:  -8 | Estado: Colapsado
Minuto 349 | Avenida Central | Tráfico:   9 veh/min | Variación:  +2 | Estado: Fluido
Minuto 349 | Carretera Nacional | Tráfico:  87 veh/min | Variación:  -5 | Estado: Colapsado
Minuto 349 | Periférico Metropolitano | Tráfico:  66 veh/min | Variación:  +4 | Estado: Colapsado
Minuto 350 | Periférico Metropolitano | Tráfico:  72 veh/min | Variación:  +6 | Estado: Colapsado
Minuto 350 | Carretera Nacional | Tráfico:  91 veh/min | Variación:  +4 | Estado: Colapsado
Minuto 350 | Avenida Central | Tráfico:  13 veh/min | Variación:  +4 | Estado: Fluido
Minuto 351 | Avenida Central | Tráfico:  20 veh/min | Variación:  +7 | Estado: Fluido
Minuto 351 | Periférico Metropolitano | Tráfico:  75 veh/min | Variación:  +3 | Estado: Colapsado
Minuto 351 | Carretera Nacional | Tráfico:  83 veh/min | Variación:  -8 | Estado: Colapsado
Minuto 352 | Periférico Metropolitano | Tráfico:  83 veh/min | Variación:  +8 | Estado: Colapsado
Minuto 352 | Avenida Central | Tráfico:  13 veh/min | Variación:  -7 | Estado: Fluido
Minuto 352 | Carretera Nacional | Tráfico:  78 veh/min | Variación:  -5 | Estado: Colapsado
Minuto 353 | Carretera Nacional | Tráfico:  84 veh/min | Variación:  +6 | Estado: Colapsado
Minuto 353 | Avenida Central | Tráfico:  20 veh/min | Variación:  +7 | Estado: Fluido
Minuto 353 | Periférico Metropolitano | Tráfico:  88 veh/min | Variación:  +5 | Estado: Colapsado
Minuto 354 | Carretera Nacional | Tráfico:  92 veh/min | Variación:  +8 | Estado: Colapsado
Minuto 354 | Avenida Central | Tráfico:  22 veh/min | Variación:  +2 | Estado: Moderado
Minuto 354 | Periférico Metropolitano | Tráfico:  80 veh/min | Variación:  -8 | Estado: Colapsado
Minuto 355 | Periférico Metropolitano | Tráfico:  82 veh/min | Variación:  +2 | Estado: Colapsado
Minuto 355 | Avenida Central | Tráfico:  20 veh/min | Variación:  -2 | Estado: Fluido
Minuto 355 | Carretera Nacional | Tráfico:  98 veh/min | Variación:  +6 | Estado: Colapsado
Minuto 356 | Carretera Nacional | Tráfico: 100 veh/min | Variación:  +7 | Estado: Colapsado
Minuto 356 | Periférico Metropolitano | Tráfico:  81 veh/min | Variación:  -1 | Estado: Colapsado
Minuto 356 | Avenida Central | Tráfico:  27 veh/min | Variación:  +7 | Estado: Moderado
Minuto 357 | Periférico Metropolitano | Tráfico:  83 veh/min | Variación:  +2 | Estado: Colapsado
Minuto 357 | Avenida Central | Tráfico:  26 veh/min | Variación:  -1 | Estado: Moderado
Minuto 357 | Carretera Nacional | Tráfico: 100 veh/min | Variación:  +0 | Estado: Colapsado
Minuto 358 | Periférico Metropolitano | Tráfico:  79 veh/min | Variación:  -4 | Estado: Colapsado
Minuto 358 | Avenida Central | Tráfico:  30 veh/min | Variación:  +4 | Estado: Moderado
Minuto 358 | Carretera Nacional | Tráfico:  93 veh/min | Variación:  -7 | Estado: Colapsado
Minuto 359 | Avenida Central | Tráfico:  32 veh/min | Variación:  +2 | Estado: Moderado
Minuto 359 | Carretera Nacional | Tráfico:  87 veh/min | Variación:  -6 | Estado: Colapsado
Minuto 359 | Periférico Metropolitano | Tráfico:  78 veh/min | Variación:  -1 | Estado: Colapsado
Minuto 360 | Carretera Nacional | Tráfico:  85 veh/min | Variación:  -2 | Estado: Colapsado
Minuto 360 | Periférico Metropolitano | Tráfico:  73 veh/min | Variación:  -5 | Estado: Colapsado
Minuto 360 | Avenida Central | Tráfico:  24 veh/min | Variación:  -8 | Estado: Moderado

--- Resumen Carretera Nacional ---
Tráfico final: 85 veh/min | Estado final: Colapsado

--- Resumen Periférico Metropolitano ---
Tráfico final: 73 veh/min | Estado final: Colapsado

--- Resumen Avenida Central ---
Tráfico final: 24 veh/min | Estado final: Moderado
